know behind ukraine free rich advanced west cant win stupid keep fighting get killed ukraine ukrainerussiawar warinukraine russiaukrainewar russiaisaterroriststate russians russia ukrainewar bachmut, {'neg': 0.267, 'neu': 0.424, 'pos': 0.309, 'compound': 0.1541}, {'Happy': 0.25, 'Angry': 0.0, 'Surprise': 0.25, 'Sad': 0.25, 'Fear': 0.25};
russia wants ukraine russia ukraine conflict explained russia ukraine america china trump, {'neg': 0.173, 'neu': 0.827, 'pos': 0.0, 'compound': -0.3182}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.5, 'Fear': 0.0};
🇹🇷🇷🇺 turkey agreed stop transit sanctioned western goods russia pressure g7 us official told reuters cautioning washington monitor ankaras trade data moscow anticipation drop turkey russia, {'neg': 0.21, 'neu': 0.677, 'pos': 0.113, 'compound': -0.4588}, {'Happy': 0.5, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.25, 'Fear': 0.25};
realize whats happening right china running laps around us many countries moving away us side biden need someone else office almost point going back russia, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.5, 'Surprise': 0.5, 'Sad': 0.0, 'Fear': 0.0};
1900s early gorgeous faberge eggs russia 4 easteregg faberge russia via, {'neg': 0.0, 'neu': 0.692, 'pos': 0.308, 'compound': 0.6124}, {'Happy': 0.5, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.5};
3 decades ago supported nato time felt founded noble cause years past slowly noticed actions far noble russiaukrainewar ukrainerussiawar ukraine russia nato europeanunion usa uk europeanwar2023 nuclearwar, {'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.8074}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
💰☢️🇺🇸 paul craig roberts weighs possible nuclear war russia possibility total collapse financial system 🎤 greg hunter, {'neg': 0.336, 'neu': 0.664, 'pos': 0.0, 'compound': -0.7964}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
learn identify traits behaviors aggressors wont fall fallacy russia regime palestinianterrorists iran regime victims wrongful acts terrorism willful act individuals, {'neg': 0.341, 'neu': 0.659, 'pos': 0.0, 'compound': -0.8316}, {'Happy': 0.5, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.5};
us risks direct conflict russia ukraine envoy russia ukraine america china trumpmugshot, {'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.5267}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
🇷🇺🇹🇷 russia threatened bypass unbrokered grain deal unless obstacles agricultural exports removed talks turkey agreed removing barriers needed extend agreement beyond next month russia, {'neg': 0.177, 'neu': 0.601, 'pos': 0.222, 'compound': 0.1027}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
alertsusa threat journal homeland security weekly update podcast april 8 2023 duration 930 china russia finland taiwan, {'neg': 0.172, 'neu': 0.707, 'pos': 0.121, 'compound': -0.25}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
russia sweating bullets, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
russian fm us nato directly involved ukraine conflict russias foreign minister accused west russia ukraine america china trumpmugshot, {'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.5423}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
say irgcterrorists irgc confederate putin russia put irgc terrorists list iranian people standwithukraine till victory iranrevolution, {'neg': 0.215, 'neu': 0.785, 'pos': 0.0, 'compound': -0.6249}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
russian infantry war machines struck ukrainian artillery frontlines russia ukraine america china trump, {'neg': 0.349, 'neu': 0.651, 'pos': 0.0, 'compound': -0.7096}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.67, 'Sad': 0.0, 'Fear': 0.33};
tfg accused obama letting russia annex crimea point, {'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.5, 'Fear': 0.0};
haha russia disappearrussia invadescountries rape murder torture steal children russiaisaterroriststate putinisawarcriminal, {'neg': 0.647, 'neu': 0.235, 'pos': 0.118, 'compound': -0.9382}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
chicken kiev speech nickname speech given united states president george h w bush kiev ukraine august 1 1991 three weeks declaration independence ukraine ukraine republicans trump gop russia, {'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.4215}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.33, 'Sad': 0.33, 'Fear': 0.33};
st maxim sandovich orthodox priest executed thalerhof concentration camp austrian occupied galicia ukraine occupiers assisted ukrainian nationalists ukrainewar ukrainerussiawar russia russians natorussiawar ukraineterroriststate, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.5, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.5};
frozen conflict whats really going ukraine russia russia ukraine america china trumpmugshot, {'neg': 0.173, 'neu': 0.827, 'pos': 0.0, 'compound': -0.3182}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
wanton destruction lives property historical khazarianmafia play bakhmut ukrainerussiawar natorussiawar ww3 ukraine russia rus tamarlane timur, {'neg': 0.184, 'neu': 0.697, 'pos': 0.119, 'compound': -0.3182}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
oh man chickens coming home roost rich : russia cyprus, {'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.5574}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.25, 'Sad': 0.25, 'Fear': 0.5};
funny remembered tfg accusing obama allowing russia take crimea biden preventing take ukraine youre screaming heck, {'neg': 0.266, 'neu': 0.591, 'pos': 0.143, 'compound': -0.128}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
today anniversary terrorist attack railway station krematorsk ukraine russia launched tactical missile city killing 60 civilians injuring least 100 including women children good hunting upcoming campaign ukraine, {'neg': 0.316, 'neu': 0.57, 'pos': 0.114, 'compound': -0.8689}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.67, 'Sad': 0.0, 'Fear': 0.33};
unity russia sympathy ukraine stand supply market ! !, {'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.4738}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.25, 'Fear': 0.75};
saudiarabia global centre islamist terrorism inspiring funding directing even palace westminster hope china russia beset jundullah iran, {'neg': 0.189, 'neu': 0.576, 'pos': 0.235, 'compound': 0.0258}, {'Happy': 0.2, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.8};
escalating conflict russia ukraine nato send troops ukraine russia ukraine america china trumpmugshot, {'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.3182}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
stop talking rules based order others treat russia occupation differently israel occupation, {'neg': 0.148, 'neu': 0.671, 'pos': 0.181, 'compound': 0.128}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.33, 'Sad': 0.33, 'Fear': 0.33};
another failure us military russias secret network helping putin defeat wests sanctions russia ukraine america china trumpmugshot, {'neg': 0.28, 'neu': 0.622, 'pos': 0.098, 'compound': -0.6249}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.25, 'Fear': 0.25};
america claims china communist saudi dictatorships russia authoritarianamerica calls democracy wakeupamerica, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
something said fact saudiarabias oilfields us dependent break american hawkishness newly allied china thus indirectly russia least peace iran, {'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.431}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
spetsnaz 🇷🇺 russias elite special forces spetsnaz offers absorbing guide secrets worlds effective special force missions ordersofbattle equipment operational vocation spetsnaz russia elite special forces, {'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.8807}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.6, 'Sad': 0.0, 'Fear': 0.4};
media dny15 : us remains committed preserving policies stabilized taiwan strait whereas chinas increasingly moving away policies displaying kind bullying taiwan russia shown ukraine, {'neg': 0.133, 'neu': 0.68, 'pos': 0.187, 'compound': 0.1531}, {'Happy': 0.14, 'Angry': 0.14, 'Surprise': 0.0, 'Sad': 0.14, 'Fear': 0.57};
yesterday 31 ukrainian kids abducted russia returned ukraine loved ones met back home russia may already deported 260000 700000 minors ukraine ukraine children ukrainerussiawar, {'neg': 0.113, 'neu': 0.753, 'pos': 0.134, 'compound': 0.1531}, {'Happy': 0.67, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.33, 'Fear': 0.0};
territory lost last nine months negligible mostly around bakhmut disaster russia never mentioned crimea predict ukraine breakthrough sea azov summer nafo, {'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.7506}, {'Happy': 0.33, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.67, 'Fear': 0.0};
russia 's energy ministry said nation reduced oil output 700000 barrels day last month according person familiar figures, {'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.2732}, {'Happy': 1.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.0};
current conflict ukraine russia 02202022 russia ukraine america china trump, {'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.3182}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.5, 'Fear': 0.0};
ukraineconflict china delicately balancing two seeks ally russia incurring wrath west writes, {'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.25}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.33, 'Fear': 0.67};
nofor = leak originate continental united states joint chiefs staff leak ukraine / russia war documents cia would first time cia uses minecraft servers post embarrassing information, {'neg': 0.331, 'neu': 0.587, 'pos': 0.082, 'compound': -0.8176}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
russia according report lucho borrego miss universe bankrupt, {'neg': 0.464, 'neu': 0.536, 'pos': 0.0, 'compound': -0.6369}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
reflections moscow moskva river russia 🪆 reflections nature landscape moscow beauty architecture russia 🇷🇺, {'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.5859}, {'Happy': 0.33, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.67};
ukraine gun battle caught camera russia ukraine america china trumpmugshot, {'neg': 0.385, 'neu': 0.615, 'pos': 0.0, 'compound': -0.6124}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
ship ep74 1️⃣ square good friday 2️⃣ container lines still record profits 3️⃣ russias dark fleet expands 4️⃣ taiwanstrait maritime inspections chinadis 5️⃣us shipbuilding sas2023, {'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.7351}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.25, 'Fear': 0.75};
ukraine retake crimea russian occupation ukraine russia conflict detailed analysis russia ukraine america china trumpmugshot, {'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.3182}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
nyt trove leaked_pentagon_documents reveals deeply russias security intelligence services penetrated united states demonstrating washingtons ability warn ukraine providing assessment strength moscows war machine, {'neg': 0.149, 'neu': 0.449, 'pos': 0.402, 'compound': 0.8419}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.14, 'Sad': 0.29, 'Fear': 0.57};
prayer russia nafo ukraine russia putin, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
red cross confirms contact russia ukrainian kids russia news, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.25, 'Angry': 0.5, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.25};
prayer russia nafo ukraine russia putin, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
russian quadcopter drops grenade ukraine soldiers svatovekreminna area details russia ukraine america china trumpmugshot, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
muslim crimean tatars palestinians putinofascist neoczarist imperial russia yet tankies even palestinians indifferent plight nafo ukraine, {'neg': 0.107, 'neu': 0.893, 'pos': 0.0, 'compound': -0.2023}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
❗️💥 powerful explosions zaporizhzhia russia ukraine 🇷🇺🇺🇦, {'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4215}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
night prayer shall afraid terror night arrow flies day pestilence walks darkness destruction lays waste noonday ps 91 pray peace ukraine russia israel gaza lebanon iran womensrights usa, {'neg': 0.3, 'neu': 0.554, 'pos': 0.146, 'compound': -0.7269}, {'Happy': 0.25, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.75};
court declares russia today france bankrupt court declares france russia today tvpworldcom worldnews, {'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.5574}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
muslim crimean tatars palestinians putinofascist neoczarist imperial russia yet tankies even palestinians indifferent plight nafo ukraine, {'neg': 0.107, 'neu': 0.893, 'pos': 0.0, 'compound': -0.2023}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
massive lipoma right arm removed ukraine russia trump, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.5, 'Fear': 0.0};
commies maga uniteunder putinofascist neoczar imperialism nafo slavaukraïni nafoexpansionisnonnegotiable ukraine ukrainerussianwar russia, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
ukraine kills 111 russian troops hits 6 arms depots l nuke england call l nato drills germany russia ukraine america china trump, {'neg': 0.163, 'neu': 0.837, 'pos': 0.0, 'compound': -0.5423}, {'Happy': 0.0, 'Angry': 0.25, 'Surprise': 0.5, 'Sad': 0.25, 'Fear': 0.0};
lines used mix rethink strategy see saudi yeensaudi iran doesnt need dismantle make stronger stop living fear russia one negotiate peace let world back, {'neg': 0.171, 'neu': 0.635, 'pos': 0.194, 'compound': 0.1779}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
prayer russia nafo ukraine russia putin, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
prayer russia nafo ukraine russia putin, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
deputy president security council dmitry medvedev said russia europe usa asia africa latinamerica well citizens need ukraine ukrainerussiawar, {'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.5423}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
russias invasion ukraine disaster china russia ukraine america china trumpmugshot, {'neg': 0.313, 'neu': 0.687, 'pos': 0.0, 'compound': -0.6249}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
russians arent running tankstheyre running tank crews going get worse tank russia putin ukraine zelensky kremlin europe, {'neg': 0.162, 'neu': 0.838, 'pos': 0.0, 'compound': -0.4767}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
ivan timofeev russia really break away west country northkorea iran usled bloc determined prevent rebellion successful, {'neg': 0.072, 'neu': 0.577, 'pos': 0.351, 'compound': 0.7003}, {'Happy': 0.0, 'Angry': 0.5, 'Surprise': 0.5, 'Sad': 0.0, 'Fear': 0.0};
purchased cold waters realtime naval combat pcgame $ 919 navalwarfare simulation wargame pcgaming coldwaters usnavy russia coldwar, {'neg': 0.138, 'neu': 0.862, 'pos': 0.0, 'compound': -0.34}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.33, 'Sad': 0.33, 'Fear': 0.33};
u throw kind smoke canister protesters hits reporters face nothing happens anyway 🤔 ? ? france emmanuelmacron pensionreform fakedemocracy dictatorship russiaukrainewar ukrainerussiawar ukraine russia nato europeanunion usa uk europeanwar2023, {'neg': 0.066, 'neu': 0.803, 'pos': 0.131, 'compound': 0.4329}, {'Happy': 0.33, 'Angry': 0.67, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.0};
russianoccupiers got absolutely annihilated lol maybe returned russia overthrowputin ? ? putinwilllose russiaiscollapsing russiaislosing deathtoputin destroyputin endputin ukraine glorytoukraine westandwithukraine slavaukraini heroiamslava, {'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.5328}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
🇷🇺🇺🇦the consequences arrival fab500m62 air bomb offroad vehicle armed forces ukraine thrown blast wave area ​​the yuzhnodonbass mine 1fab500m62 russia eu ukraine zelensky nato usa putin ukrainian russian, {'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.4939}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.25, 'Fear': 0.75};
im worried countries accepting yuan inflation deflation gold goldstandard bric brics bricsnations china brazil india russia southafrica usd dollar dollars usdollars money pound gbp britishpound poundsterling currency currencies reserve, {'neg': 0.069, 'neu': 0.849, 'pos': 0.082, 'compound': 0.1027}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
pentagon investigating security breach classified war documents detailing secret american nato plans supplying aid ukraine prospective offensive russia leaked social media platforms us nato ukraine russia, {'neg': 0.274, 'neu': 0.655, 'pos': 0.071, 'compound': -0.7783}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.2, 'Sad': 0.2, 'Fear': 0.6};
end ukraine war petrodollar eu russian gas scott ritter russia ukraine america china trump, {'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.5994}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
russian people please make mind please unite resist putin ukraine russia putin nowar stopwar, {'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.5574}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.5, 'Fear': 0.0};
someone steal bidens corvette ? biden russia ukraine nytimes, {'neg': 0.314, 'neu': 0.686, 'pos': 0.0, 'compound': -0.4939}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
finland sweden scaring putin joining nato russia ukraine america china trump, {'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.4404}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.5, 'Fear': 0.0};
🇷🇺🇺🇦artillerymen 6th brigade 2nd ak 8th army southern military district russian armed forces destroy strongholds nationalists direction kremennaya russia ukrainian ukrainerussiawar zelensky eu american nato usa, {'neg': 0.119, 'neu': 0.814, 'pos': 0.068, 'compound': -0.3612}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.33, 'Fear': 0.67};
unbelievable thinks anyone would listen particularly everyone knows provoked russia many years honour minsk agreements ukraina russiaukrainewar, {'neg': 0.103, 'neu': 0.566, 'pos': 0.331, 'compound': 0.6412}, {'Happy': 0.0, 'Angry': 0.5, 'Surprise': 0.5, 'Sad': 0.0, 'Fear': 0.0};
usa backed crackdown orthodox christians ukraine british journalist johnny miller says people ukraine want peace negotiations nato wants war ukrainerussiawar natorussiawar ukrainerussiawar ukraine ukrainians russia ukrainewar russians donbass, {'neg': 0.115, 'neu': 0.71, 'pos': 0.175, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
putins visit chinas xi important russia ukraine america china trump, {'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}, {'Happy': 0.5, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.0, 'Fear': 0.0};
ottawa condemns russian embassy calling finland 'nuclear target joining nato russia news, {'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.5106}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
moldova divided attitudes towards russia country moldova russia, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
russia lie always must feel bad getting ass whipped ukraine putin made huge mistake russian people suffering, {'neg': 0.466, 'neu': 0.448, 'pos': 0.086, 'compound': -0.8807}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
scott ritter geopolitical military analysis ukraine war russia ukraine america china trump, {'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.5994}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.0, 'Fear': 0.5};
🇷🇺crews 152mm selfpropelled gun hyacintys destroying strongholds nationalists area ​​ugledar hyacintys russia america russianarmy ukrainerussiawar zelensky ukrainian nato eu europeanunion russianukrainianwar ukrainerussianwar, {'neg': 0.222, 'neu': 0.704, 'pos': 0.074, 'compound': -0.6124}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
ukrainian war news january 08 russia ukraine america china trump, {'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.5994}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
newdevelopments : russia officially charged usjournalist espionage say claim caught red handed standards ! !, {'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.3365}, {'Happy': 0.33, 'Angry': 0.33, 'Surprise': 0.33, 'Sad': 0.0, 'Fear': 0.0};
rewards today breaking news uk germany china france russia, {'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.4767}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
iran saudiarabia chinese winwin unz handshake first step us war terror beijing gwot ukraine jcpoa tehran riyadh yemen hezbollah damascus syria arableague moscow russia nato iraq npt dollar, {'neg': 0.219, 'neu': 0.781, 'pos': 0.0, 'compound': -0.8074}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
suppose situation become clearer morning fact agony afus bakhmut garrison way obvious early april 2 wagner pmc assault groups took city center 33 ukraine russia 🇺🇦🇷🇺, {'neg': 0.223, 'neu': 0.777, 'pos': 0.0, 'compound': -0.765}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.25, 'Sad': 0.0, 'Fear': 0.75};
breaking bakhmut taken russia ! ! !, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
chinese drones shaped war ukraine russia ukraine america china trump, {'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.5994}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
heres leaked secret plan ukrainian military offensive doesnt add release attempt distract russias attention whats really going russia infowars ukraine sokablatukraine zelenskyywarcriminal thetruthwillout, {'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.7579}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.25, 'Sad': 0.75, 'Fear': 0.0};
russia becomes second largest country cryptocurrency mining united states, {'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.4215}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
scott ritter us want end war ukraine russia ukraine america china trump, {'neg': 0.257, 'neu': 0.658, 'pos': 0.086, 'compound': -0.5574}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
ukraine grinds inevitable end stink washington getting ready start blaming everyone neocon /neoliberal rot handed russia china india rightful place epicenters 21st century, {'neg': 0.208, 'neu': 0.704, 'pos': 0.088, 'compound': -0.5267}, {'Happy': 0.25, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.25};
good night fellas nafo putin russia, {'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
trade russia fur used cold countries, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.5, 'Fear': 0.0};
nallied tanks arrive ukraine russias cronies unit ukraine latest podcast russia ukraine america china trump, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.0, 'Fear': 0.5};
